Region,count,normalized,Parent structure,Mid-level group,source_sheet,8,allen_id,allen_acronym,allen_name,allen_parent,allen_major_division,allen_cortical_class,is_cortical,is_subcortical,thalamic_group,thalamic_subdivision,allen_path
Ventral posteromedial nucleus of the thalamus,95,1.46786155747837,Thalamus,Ventral thalamus,brain9,,733,VPM,Ventral posteromedial nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posteromedial nucleus of the thalamus""]"
Ventral medial nucleus of the thalamus,74,1.1433868974042,Thalamus,Ventral thalamus,brain9,,685,VM,Ventral medial nucleus of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral medial nucleus of the thalamus""]"
Zona incerta,56,0.865265760197775,Hypothalamus,Lateral hypothalamus,brain9,,797,ZI,Zona incerta,Hypothalamic lateral zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Zona incerta""]"
Anterior cingulate area,50,0.772558714462299,Cortex,Prefrontal / Insular cortex,brain9,,31,ACA,Anterior cingulate area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Anterior cingulate area""]"
Piriform area,49,0.757107540173053,Cortex,Olfactory / Piriform cortex,brain9,,961,PIR,Piriform area,Olfactory areas,Cerebrum,Olfactory areas,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Piriform area""]"
Posterior complex of the thalamus,38,0.587144622991347,Thalamus,Lateral thalamus,brain9,,1020,PO,Posterior complex of the thalamus,Lateral group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Lateral group of the dorsal thalamus"", ""Posterior complex of the thalamus""]"
Thalamus,26,0.401730531520396,Thalamus,General thalamus,brain9,,549,TH,Thalamus,Interbrain,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus""]"
Paracentral nucleus,23,0.355377008652658,Unknown,Unknown,brain9,,907,PCN,Paracentral nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Paracentral nucleus""]"
Orbital area,21,0.324474660074166,Cortex,Prefrontal / Insular cortex,brain9,,714,ORB,Orbital area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Orbital area""]"
Mediodorsal nucleus of the thalamus,19,0.293572311495674,Thalamus,Medial thalamus,brain9,,362,MD,Mediodorsal nucleus of thalamus,Medial group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Medial group of the dorsal thalamus"", ""Mediodorsal nucleus of thalamus""]"
Perirhinal area,18,0.278121137206428,Cortex,Olfactory / Piriform cortex,brain9,,922,PERI,Perirhinal area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Perirhinal area""]"
Ventral posterolateral nucleus of the thalamus,18,0.278121137206428,Unknown,Unknown,brain9,,718,VPL,Ventral posterolateral nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posterolateral nucleus of the thalamus""]"
Nucleus accumbens,14,0.216316440049444,Striatum,Ventral striatum,brain9,,56,ACB,Nucleus accumbens,Striatum ventral region,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Nucleus accumbens""]"
Posterior hypothalamic nucleus,14,0.216316440049444,Hypothalamus,Lateral hypothalamus,brain9,,946,PH,Posterior hypothalamic nucleus,Hypothalamic medial zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Posterior hypothalamic nucleus""]"
Parafascicular nucleus,13,0.200865265760198,Thalamus,Intralaminar thalamus,brain9,,930,PF,Parafascicular nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Parafascicular nucleus""]"
Basolateral amygdalar nucleus,12,0.185414091470952,Amygdala,Basolateral complex,brain9,,295,BLA,Basolateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Basolateral amygdalar nucleus""]"
Claustrum,12,0.185414091470952,Cortex,Prefrontal / Insular cortex,brain9,,583,CLA,Claustrum,Cortical subplate,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Claustrum""]"
Infralimbic area,12,0.185414091470952,Cortex,Prefrontal / Insular cortex,brain9,,44,ILA,Infralimbic area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Infralimbic area""]"
Primary auditory area,12,0.185414091470952,Cortex,Auditory cortex,brain9,,1002,AUDp,Primary auditory area,Auditory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Primary auditory area""]"
Endopiriform nucleus,11,0.169962917181706,Other,Other,brain9,,942,EP,Endopiriform nucleus,Cortical subplate,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Endopiriform nucleus""]"
Ventral auditory area,11,0.169962917181706,Cortex,Auditory cortex,brain9,,1018,AUDv,Ventral auditory area,Auditory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Ventral auditory area""]"
Ectorhinal area/Layer 5,10,0.15451174289246,Cortex,Olfactory / Piriform cortex,brain9,,988,ECT5,Ectorhinal area/Layer 5,Ectorhinal area,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 5""]"
Nucleus of reunions,10,0.15451174289246,Thalamus,Medial thalamus,brain9,,181,RE,Nucleus of reuniens,Midline group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Midline group of the dorsal thalamus"", ""Nucleus of reuniens""]"
Prelimbic area,10,0.15451174289246,Unknown,Unknown,brain9,,972,PL,Prelimbic area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Prelimbic area""]"
Basic cell groups and regions,9,0.139060568603214,Other,Other,brain9,,8,grey,Basic cell groups and regions,root,,,False,False,,,"[""root"", ""Basic cell groups and regions""]"
Hypothalamus,9,0.139060568603214,Hypothalamus,General hypothalamus,brain9,,1097,HY,Hypothalamus,Interbrain,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus""]"
Lateral hypothalamic area,9,0.139060568603214,Hypothalamus,Lateral hypothalamus,brain9,,194,LHA,Lateral hypothalamic area,Hypothalamic lateral zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Lateral hypothalamic area""]"
Cerebral cortex,8,0.123609394313968,Cortex,General cortex,brain9,,688,CTX,Cerebral cortex,Cerebrum,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex""]"
Dorsal auditory area,8,0.123609394313968,Cortex,Auditory cortex,brain9,,1011,AUDd,Dorsal auditory area,Auditory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Dorsal auditory area""]"
Temporal association areas,8,0.123609394313968,Cortex,Auditory cortex,brain9,,541,TEa,Temporal association areas,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Temporal association areas""]"
Bed nuclei of the stria terminalis,7,0.108158220024722,Septal area,Septal nuclei,brain9,,351,BST,Bed nuclei of the stria terminalis,"Pallidum, caudal region",Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, caudal region"", ""Bed nuclei of the stria terminalis""]"
Anterior olfactory nucleus,6,0.0927070457354759,Unknown,Unknown,brain9,,159,AON,Anterior olfactory nucleus,Olfactory areas,Cerebrum,Olfactory areas,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Anterior olfactory nucleus""]"
Ectorhinal area/Layer 6a,5,0.0772558714462299,Cortex,Olfactory / Piriform cortex,brain9,,977,ECT6a,Ectorhinal area/Layer 6a,Ectorhinal area,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 6a""]"
Entorhinal area,5,0.0772558714462299,Cortex,Entorhinal / Parahippocampal,brain9,,909,ENT,Entorhinal area,Retrohippocampal region,Cerebrum,Hippocampal formation,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Retrohippocampal region"", ""Entorhinal area""]"
Periaqueductal gray,5,0.0772558714462299,Unknown,Unknown,brain9,,795,PAG,Periaqueductal gray,"Midbrain, motor related",Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Periaqueductal gray""]"
Taenia tecta,5,0.0772558714462299,Cortex,Olfactory / Piriform cortex,brain9,,589,TT,Taenia tecta,Olfactory areas,Cerebrum,Olfactory areas,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Taenia tecta""]"
Central medial nucleus of the thalamus,4,0.0618046971569839,Unknown,Unknown,brain9,,599,CM,Central medial nucleus of the thalamus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Central medial nucleus of the thalamus""]"
Field CA3,4,0.0618046971569839,Hippocampus,CA fields,brain9,,463,CA3,Field CA3,Ammon's horn,Cerebrum,Hippocampal formation,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA3""]"
Globus pallidus,4,0.0618046971569839,Pallidum,Globus pallidus,brain9,,1022,GPe,"Globus pallidus, external segment","Pallidum, dorsal region",Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, dorsal region"", ""Globus pallidus, external segment""]"
Reticular nucleus of the thalamus,4,0.0618046971569839,Thalamus,Reticular thalamus,brain9,,262,RT,Reticular nucleus of the thalamus,"Thalamus, polymodal association cortex related",Brain stem,,False,True,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Reticular nucleus of the thalamus""]"
Substantia innominata,4,0.0618046971569839,Striatum,Ventral striatum,brain9,,342,SI,Substantia innominata,"Pallidum, ventral region",Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, ventral region"", ""Substantia innominata""]"
Anterior hypothalamic nucleus,3,0.046353522867738,Hypothalamus,Lateral hypothalamus,brain9,,88,AHN,Anterior hypothalamic nucleus,Hypothalamic medial zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Anterior hypothalamic nucleus""]"
Interanteromedial nucleus of the thalamus,3,0.046353522867738,Thalamus,Medial thalamus,brain9,,1120,IAM,Interanteromedial nucleus of the thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Interanteromedial nucleus of the thalamus""]"
Lateral septal nucleus,3,0.046353522867738,Septal area,Septal nuclei,brain9,,242,LS,Lateral septal nucleus,Lateral septal complex,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Lateral septal complex"", ""Lateral septal nucleus""]"
Medial preoptic area,3,0.046353522867738,Hypothalamus,Preoptic region,brain9,,523,MPO,Medial preoptic area,Periventricular region,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Medial preoptic area""]"
Medial preoptic nucleus,3,0.046353522867738,Unknown,Unknown,brain9,,515,MPN,Medial preoptic nucleus,Hypothalamic medial zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Medial preoptic nucleus""]"
Periventricular hypothalamic nucleus,3,0.046353522867738,Hypothalamus,Tuberal region,brain9,,118,PVi,"Periventricular hypothalamic nucleus, intermediate part",Periventricular zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular zone"", ""Periventricular hypothalamic nucleus, intermediate part""]"
Posterior parietal association areas,3,0.046353522867738,Cortex,Visual cortex,brain9,,22,PTLp,Posterior parietal association areas,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Posterior parietal association areas""]"
Retrosplenial area,3,0.046353522867738,Cortex,Visual cortex,brain9,,254,RSP,Retrosplenial area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Retrosplenial area""]"
Anterior amygdalar area,2,0.030902348578492,Amygdala,Central complex,brain9,,23,AAA,Anterior amygdalar area,Striatum-like amygdalar nuclei,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Anterior amygdalar area""]"
Anteroventral nucleus of thalamus,2,0.030902348578492,Thalamus,Intralaminar thalamus,brain9,,255,AV,Anteroventral nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteroventral nucleus of thalamus""]"
